12,243,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
H.45,13A2,136,140,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.82,13A2,136,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.33,13A2,136,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.28,13A2,136,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.7,13A2,136,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.20,13A2,136,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.141,13A2,136,144,154,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.244,13A2,136,144,152,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.85,13A2,140,142,152,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.108,13A2,136,140,152,0,260,266,284,294,296,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
G31,13A2,136,140,150,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.64,13A2,136,140,152,0,260,266,0,284,294,166,168,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.121,13A2,136,140,152,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.150,13A2,136,140,152,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.16,13A2,136,140,156,0,260,260,284,294,296,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,217
H.231,13A2,136,140,150,0,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213
H.179,13A2,136,140,154,0,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213
H.180,13A2,136,140,154,0,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213
H.77,13A2,136,140,162,0,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
H.247,13A2,136,140,156,0,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213
13_14AN1_1_13A2177,13A2,136,140,154,0,260,266,0,294,296,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.59,13A2,140,142,158,0,260,260,284,292,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
G16,13A2,0,140,158,0,260,266,284,294,298,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,175,0,205,213
H.104,13A2,0,140,160,0,260,266,0,284,298,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.110,13A2,0,140,156,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,164,0,266,268,0,341,341,0,173,173,0,205,213
H.125,13A2,132,144,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.147,13A2,134,140,158,260,264,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.140,13A2,140,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.89,13A2,140,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.98,13A2,140,142,158,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.109,13A2,140,142,158,260,264,266,284,294,298,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
H.160,13A2,140,142,158,0,260,266,284,294,298,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
G24,13A2,140,142,158,0,260,266,284,294,298,0,166,170,0,192,192,0,240,244,0,273,279,154,160,164,0,266,268,0,341,341,0,173,173,0,205,213
P17719_US8A2,US8A2,0,108,112,0,260,266,284,288,294,0,166,170,0,192,192,0,244,244,0,279,279,0,156,156,0,266,268,0,341,356,0,173,173,0,213,225
G44,US8A2,0,108,108,0,260,266,0,284,290,0,166,170,0,192,192,0,244,244,0,270,279,0,154,156,0,266,268,0,341,355,0,173,175,213,221,225
G20,US8A2,0,110,110,0,260,266,0,284,290,0,166,170,0,192,192,0,244,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,213,221,225
P10106_US7A2,US7A2,0,110,110,0,264,266,0,284,302,0,166,170,0,192,192,0,244,244,0,279,279,0,134,156,0,266,268,0,331,341,0,173,173,0,213,213
H.134,US7A2,0,0,0,0,264,266,284,286,296,0,166,170,0,192,192,0,242,244,0,270,279,0,138,156,0,266,268,331,341,355,0,173,173,0,205,213
G18,US7A2,0,118,118,0,264,266,284,286,296,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,173,0,205,213
H.120,US7A2,0,0,0,0,264,266,0,284,296,0,166,170,0,192,192,0,242,244,0,270,279,134,152,160,0,266,268,331,341,355,0,173,173,0,205,213
G60,US7A2,0,110,110,0,264,266,0,284,286,0,166,170,0,192,192,0,242,244,0,270,279,134,154,156,264,266,268,331,341,355,0,173,173,0,205,213
H.96,US7A2,0,0,0,0,264,266,0,284,298,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,173,0,205,213
H.151,US7A2,0,110,110,0,264,266,0,284,298,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,266,268,272,331,341,355,0,173,173,0,205,213
G30,US7A2,0,110,110,0,264,266,284,286,296,0,166,170,0,192,192,0,242,244,0,270,279,134,154,156,0,266,268,331,341,355,0,173,173,0,205,213
G52,US7A2,0,110,110,0,264,266,284,286,296,0,166,170,0,192,192,0,242,244,0,270,279,134,154,156,0,266,268,331,341,355,0,173,173,0,205,213
G14,US7A2,0,110,110,0,264,266,284,286,298,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,173,0,205,213
H.149,US7A2,0,110,110,0,264,266,284,286,296,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,173,0,205,213
G61,US7A2,0,110,110,0,264,266,0,284,300,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G41,US7A2,0,110,110,0,264,266,284,300,302,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
H.93,US7A2,0,0,0,0,264,266,284,300,302,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G26,US7A2,0,110,110,0,264,266,284,300,302,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G10,US7A2,0,110,110,0,264,266,0,284,302,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G17,US7A2,0,110,110,0,264,266,284,302,304,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G49,US7A2,0,108,108,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G11,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,173,0,205,213
G25,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,331,341,355,0,173,175,0,205,213
G57,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G42,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G35,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G22,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G19,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G9,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G6,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
H.161,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G3,US7A2,0,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G43,US7A2,0,112,112,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
H.102,US7A2,0,136,154,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
H.122,US7A2,0,0,0,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,331,341,355,0,173,175,0,205,213
G4,CA,0,136,136,0,264,266,0,286,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,345,0,173,175,205,213,217
G12,CA,0,136,136,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
G62,CA,0,136,136,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
G29,CA,0,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
G55,CA,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
G54,CA,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
G53,CA,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
H.126,CA,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
H.155,CA,0,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,205,213,217
H.55,CA,0,134,136,0,0,0,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,331,0,173,175,205,213,217
