12,243,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
H.28,H.Int,136,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.7,H.Int,136,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.20,H.Int,136,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.141,H.Int,136,144,154,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.244,H.Int,136,144,152,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.85,H.Int,140,142,152,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.108,H.Int,136,140,152,260,266,0,284,294,296,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
G31,G.Sol,136,140,150,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.64,H.Int,136,140,152,260,266,0,284,294,0,166,168,170,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.121,H.Int,136,140,152,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.150,H.Int,136,140,152,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.16,H.Int,136,140,156,260,260,0,284,294,296,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,217,0
H.231,H.Int,136,140,150,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213,0
H.179,H.Int,136,140,154,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213,0
H.180,H.Int,136,140,154,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,266,0,341,341,0,173,173,0,205,213,0
H.77,H.Int,136,140,162,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
H.247,H.Int,136,140,156,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
13_14AN1_1_13A2177,13A2,136,140,154,260,266,0,294,296,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.59,H.Int,140,142,158,260,260,0,284,292,294,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
G16,G.Sm,140,158,0,260,266,0,284,294,298,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,175,0,205,213,0
H.104,H.Int,140,160,0,260,266,0,284,298,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.110,H.Int,140,156,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,164,0,266,268,0,341,341,0,173,173,0,205,213,0
H.125,H.Int,132,144,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.147,H.Int,134,140,158,260,264,266,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.140,H.Int,140,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.89,H.Int,140,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.98,H.Int,140,142,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.109,H.Int,140,142,158,260,264,266,284,294,298,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
H.160,H.Int,140,142,158,260,266,0,284,294,298,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
G24,G.Cht,140,142,158,260,266,0,284,294,298,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
P17719_US8A2,US8A2,108,112,0,260,266,0,284,288,294,166,170,0,192,192,0,244,244,0,279,279,0,156,156,0,266,268,0,341,356,0,173,173,0,213,225,0
G44,G.Htg,108,108,0,260,266,0,284,290,0,166,170,0,192,192,0,244,244,0,270,279,0,154,156,0,266,268,0,341,355,0,173,175,0,213,221,225
G20,G.Sm,110,110,0,260,266,0,284,290,0,166,170,0,192,192,0,244,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,213,221,225
P10106_US7A2,US7A2,110,110,0,264,266,0,284,302,0,166,170,0,192,192,0,244,244,0,279,279,0,134,156,0,266,268,0,331,341,0,173,173,0,213,213,0
H.134,H.Int,0,0,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,138,156,0,266,268,0,331,341,355,173,173,0,205,213,0
G18,G.Sm,118,118,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,173,0,205,213,0
H.120,H.Int,0,0,0,264,266,0,284,296,0,166,170,0,192,192,0,242,244,0,270,279,0,134,152,160,266,268,0,331,341,355,173,173,0,205,213,0
G60,G.Qtz,110,110,0,264,266,0,284,286,0,166,170,0,192,192,0,242,244,0,270,279,0,134,154,156,264,266,268,331,341,355,173,173,0,205,213,0
H.96,H.Int,0,0,0,264,266,0,284,298,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,173,0,205,213,0
H.151,H.Int,110,110,0,264,266,0,284,298,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,272,331,341,355,173,173,0,205,213,0
G30,G.Sol,110,110,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,134,154,156,266,268,0,331,341,355,173,173,0,205,213,0
G52,G.Htg,110,110,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,134,154,156,266,268,0,331,341,355,173,173,0,205,213,0
G14,G.Sm,110,110,0,264,266,0,284,286,298,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,173,0,205,213,0
H.149,H.Int,110,110,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,173,0,205,213,0
G61,G.Qtz,110,110,0,264,266,0,284,300,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G41,G.Htg,110,110,0,264,266,0,284,300,302,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
H.93,H.Int,0,0,0,264,266,0,284,300,302,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G26,G.Cht,110,110,0,264,266,0,284,300,302,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G10,G.Sm,110,110,0,264,266,0,284,302,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G17,G.Sm,110,110,0,264,266,0,284,302,304,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G49,G.Htg,108,108,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G11,G.Sm,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,173,0,205,213,0
G25,G.Cht,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G57,G.Qtz,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G42,G.Htg,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G35,G.Htg,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G22,G.Cht,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G19,G.Sm,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G9,G.Qtz,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G6,G.Qtz,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
H.161,H.Int,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G3,G.Qtz,110,110,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G43,G.Htg,112,112,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
H.102,H.Int,136,154,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
H.122,H.Int,0,0,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,266,268,0,331,341,355,173,175,0,205,213,0
G4,G.Qtz,136,136,0,264,266,0,286,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,345,0,173,175,0,205,213,217
G12,G.Sm,136,136,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G62,G.Qtz,136,136,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G29,G.Sol,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G55,G.Qtz,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G54,G.Qtz,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G53,G.Htg,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
H.126,H.Int,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
H.155,H.Int,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
H.55,H.Int,134,136,0,0,0,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,331,0,173,175,0,205,213,217
