12,182,1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
H247,EU13A2,136,140,156,260,260,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
G15,EU13A2,140,154,0,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
G16,EU13A2,140,158,0,260,266,0,284,294,298,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,175,0,205,213,0
G23,EU13A2,136,140,154,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
G29,CeA,136,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
G40,EU13A2,136,140,158,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
G41,US7A2,110,110,0,264,266,0,284,300,302,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G49,US7A2,108,108,0,264,266,0,284,284,0,166,170,0,192,192,0,242,244,0,270,279,0,134,156,0,268,268,0,331,341,355,173,175,0,205,213,0
G52,US7A2,110,110,0,264,266,0,284,286,296,166,170,0,192,192,0,242,244,0,270,279,0,134,154,156,266,268,0,331,341,355,173,173,0,205,213,0
G53,CeA,136,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,266,268,0,341,355,0,173,175,0,205,213,217
CRA_W_011-13A2,EU13A2,136,138,156,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,0,266,268,0,341,341,0,173,173,0,205,213,0
13_14AN1_1-13A2,EU13A2,136,140,154,260,266,0,294,296,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,268,0,341,341,0,173,173,0,205,213,0
25_14AN3_5-13A2,EU13A2,136,138,154,260,266,0,284,294,0,166,170,0,192,192,0,240,244,0,273,279,0,154,160,164,266,270,0,341,341,0,173,173,0,205,213,0
P10106-US7A2,US7A2,110,110,0,264,266,0,284,302,0,166,170,0,192,192,0,244,244,0,279,279,0,134,156,0,266,268,0,331,341,0,173,173,0,213,213,0
